"Gene_Symbol"	"METHY_BRCA_BETA"	"METHY_BRCA_"	"METHY_BRCA_START"	"METHY_BRCA_END"	"METHY_GBM_BETA"	"METHY_GBM_"	"METHY_GBM_START"	"METHY_GBM_END"	"METHY_OV_BETA"	"METHY_OV_"	"METHY_OV_START"	"METHY_OV_END"	"METHY_LUAD_BETA"	"METHY_LUAD_"	"METHY_LUAD_START"	"METHY_LUAD_END"	"METHY_UCEC_BETA"	"METHY_UCEC_"	"METHY_UCEC_START"	"METHY_UCEC_END"	"METHY_KIRC_BETA"	"METHY_KIRC_"	"METHY_KIRC_START"	"METHY_KIRC_END"	"METHY_LUSC_BETA"	"METHY_LUSC_"	"METHY_LUSC_START"	"METHY_LUSC_END"	"METHY_COAD_BETA"	"METHY_COAD_"	"METHY_COAD_START"	"METHY_COAD_END"	"METHY_STAD_BETA"	"METHY_STAD_"	"METHY_STAD_START"	"METHY_STAD_END"	"METHY_KIRP_BETA"	"METHY_KIRP_"	"METHY_KIRP_START"	"METHY_KIRP_END"	"METHY_LAML_BETA"	"METHY_LAML_"	"METHY_LAML_START"	"METHY_LAML_END"	"METHY_READ_BETA"	"METHY_READ_"	"METHY_READ_START"	"METHY_READ_END"
"WNT3A"	"0.0452971349907862"	"1"	"228007215"	"228007216"	"0.0273927372907372"	"1"	"228007215"	"228007216"	"0.0195468516987135"	"1"	"228007215"	"228007216"	"0.117960037736802"	"1"	"228007215"	"228007216"	"0.0627360711188057"	"1"	"228007215"	"228007216"	"0.119036129601847"	"1"	"228007215"	"228007216"	"0.1707778104338"	"1"	"228007215"	"228007216"	"0.445867214135964"	"1"	"228007215"	"228007216"	"0.544714508876495"	"1"	"228007215"	"228007216"	"0.0372277456436934"	"1"	"228007215"	"228007216"	"0.07332831556978"	"1"	"228007215"	"228007216"	"0.479393945506826"	"1"	"228007215"	"228007216"
"CDKN2C"	"0.0240174573889612"	"1"	"50968168"	"50968169"	"0.0448345816469148"	"1"	"50968168"	"50968169"	"0.014391756751697"	"1"	"50968168"	"50968169"	"0.0131346364944227"	"1"	"50968168"	"50968169"	"0.0150180096248185"	"1"	"50968168"	"50968169"	"0.0190395346856571"	"1"	"50968168"	"50968169"	"0.026809330100086"	"1"	"50968168"	"50968169"	"0.0187444404373573"	"1"	"50968168"	"50968169"	"0.0210187319875542"	"1"	"50968168"	"50968169"	"0.017370632627215"	"1"	"50968168"	"50968169"	"0.0220515465001517"	"1"	"50968168"	"50968169"	"0.015558457173026"	"1"	"50968168"	"50968169"
"PGK1"	"0.435621905636632"	"23"	"78103866"	"78103867"	"0.277507674462851"	"23"	"78103866"	"78103867"	"0.527758052595289"	"23"	"78103866"	"78103867"	"0.0517658179436899"	"23"	"78103866"	"78103867"	"0.578907354057558"	"23"	"78103866"	"78103867"	"0.0320612875095953"	"23"	"78103866"	"78103867"	"0.536714729702743"	"23"	"78103866"	"78103867"	"0.0231738648464855"	"23"	"78103866"	"78103867"	"0.461899687567025"	"23"	"78103866"	"78103867"	"0.0558102282204719"	"23"	"78103866"	"78103867"	"0.033382122649554"	"23"	"78103866"	"78103867"	"0.533243834143092"	"23"	"78103866"	"78103867"
"CDH1"	"0.0293539058873625"	"16"	"68737611"	"68737612"	"0.02357739986269"	"16"	"68737611"	"68737612"	"0.0112451821800343"	"16"	"68737611"	"68737612"	"0.0720952000624916"	"16"	"68737611"	"68737612"	"0.012018874064382"	"16"	"68737611"	"68737612"	"0.0131968953607035"	"16"	"68737611"	"68737612"	"0.277867575043872"	"16"	"68737611"	"68737612"	"0.0128584252242759"	"16"	"68737611"	"68737612"	"0.0950794479784838"	"16"	"68737611"	"68737612"	"0.0158242073062635"	"16"	"68737611"	"68737612"	"0.0285499561590745"	"16"	"68737611"	"68737612"	"0.0542765628038686"	"16"	"68737611"	"68737612"
"SNAI2"	"0.0155870123650616"	"8"	"48922059"	"48922060"	"0.0353275684073774"	"8"	"48922059"	"48922060"	"0.0153149620486951"	"8"	"48922059"	"48922060"	"0.0169378571207456"	"8"	"48922059"	"48922060"	"0.0207220166355259"	"8"	"48922059"	"48922060"	"0.326823425348626"	"8"	"48922059"	"48922060"	"0.0213899408689114"	"8"	"48922059"	"48922060"	"0.0197709704624242"	"8"	"48922059"	"48922060"	"0.0719212945166922"	"8"	"48922059"	"48922060"	"0.0169320518286008"	"8"	"48922059"	"48922060"	"0.016619092441047"	"8"	"48922059"	"48922060"	"0.0333035723355488"	"8"	"48922059"	"48922060"
"ZEB1"	"0.0187043946827179"	"10"	"31319278"	"31319279"	"0.0673348875102677"	"10"	"31319278"	"31319279"	"0.0171611108221736"	"10"	"31319278"	"31319279"	"0.0176670712746263"	"10"	"31319278"	"31319279"	"0.0203846417950636"	"10"	"31319278"	"31319279"	"0.0168492812141968"	"10"	"31319278"	"31319279"	"0.0282044619121644"	"10"	"31319278"	"31319279"	"0.0165367625201428"	"10"	"31319278"	"31319279"	"0.176050630319711"	"10"	"31319278"	"31319279"	"0.0251663532974492"	"10"	"31319278"	"31319279"	"0.0176128522829236"	"10"	"31319278"	"31319279"	"0.020063756090575"	"10"	"31319278"	"31319279"
"ZEB2"	"0.0515858732549952"	"2"	"144520092"	"144520093"	"0.239861975289792"	"2"	"144520092"	"144520093"	"0.0617525556589272"	"2"	"144520092"	"144520093"	"0.0341287432061755"	"2"	"144520092"	"144520093"	"0.0452102117109771"	"2"	"144520092"	"144520093"	"0.0426357308517792"	"2"	"144520092"	"144520093"	"0.0620641398550157"	"2"	"144520092"	"144520093"	"0.0413016554353803"	"2"	"144520092"	"144520093"	"0.0878977025569251"	"2"	"144520092"	"144520093"	"0.0346774915254717"	"2"	"144520092"	"144520093"	"0.0415053862969776"	"2"	"144520092"	"144520093"	"0.0530753258203748"	"2"	"144520092"	"144520093"
"BAX"	"0.0168234917353892"	"19"	"48955110"	"48955111"	"0.0637414149278595"	"19"	"48955110"	"48955111"	"0.0138764853432746"	"19"	"48955110"	"48955111"	"0.021341718688705"	"19"	"48955110"	"48955111"	"0.0193059904832047"	"19"	"48955110"	"48955111"	"0.0165592190327615"	"19"	"48955110"	"48955111"	"0.0214030621617638"	"19"	"48955110"	"48955111"	"0.0158175060653246"	"19"	"48955110"	"48955111"	"0.0225076109642637"	"19"	"48955110"	"48955111"	"0.0201134361971769"	"19"	"48955110"	"48955111"	"0.0209372166523385"	"19"	"48955110"	"48955111"	"0.0137169494669848"	"19"	"48955110"	"48955111"
"BUB1B"	"0.0130626103079714"	"15"	"40160835"	"40160836"	"0.0398512578977173"	"15"	"40160835"	"40160836"	"0.0141485606767431"	"15"	"40160835"	"40160836"	"0.0209558407143434"	"15"	"40160835"	"40160836"	"0.0159523014791831"	"15"	"40160835"	"40160836"	"0.017902512932042"	"15"	"40160835"	"40160836"	"0.0240509520587271"	"15"	"40160835"	"40160836"	"0.0144264694777395"	"15"	"40160835"	"40160836"	"0.0197072540324943"	"15"	"40160835"	"40160836"	"0.0219422180218414"	"15"	"40160835"	"40160836"	"0.0150599584483563"	"15"	"40160835"	"40160836"	"0.0130041785757448"	"15"	"40160835"	"40160836"
"COL4A2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"EBF3"	"0.454016671105245"	"10"	"129964697"	"129964698"	"0.11668137517435"	"10"	"129964697"	"129964698"	"0.0251515309335002"	"10"	"129964697"	"129964698"	"0.0366068663518975"	"10"	"129964697"	"129964698"	"0.346022743298966"	"10"	"129964697"	"129964698"	"0.0720515708519944"	"10"	"129964697"	"129964698"	"0.0614429731350823"	"10"	"129964697"	"129964698"	"0.0557967252254036"	"10"	"129964697"	"129964698"	"0.235314576135652"	"10"	"129964697"	"129964698"	"0.0251200734955662"	"10"	"129964697"	"129964698"	"0.0151865373131027"	"10"	"129964697"	"129964698"	"0.44934861044272"	"10"	"129964697"	"129964698"
"EHBP1L1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"FERMT1"	"0.0443350887959165"	"20"	"6123371"	"6123372"	"0.0486716208333702"	"20"	"6123371"	"6123372"	"0.0286888496213117"	"20"	"6123371"	"6123372"	"0.0270118282141708"	"20"	"6123371"	"6123372"	"0.0310393779676523"	"20"	"6123371"	"6123372"	"0.0429708822087811"	"20"	"6123371"	"6123372"	"0.030922584264182"	"20"	"6123371"	"6123372"	"0.0216218653874944"	"20"	"6123371"	"6123372"	"0.0286038505248823"	"20"	"6123371"	"6123372"	"0.0473034870743147"	"20"	"6123371"	"6123372"	"0.0686696368338553"	"20"	"6123371"	"6123372"	"0.0212204168954564"	"20"	"6123371"	"6123372"
"FRMD8"	"0.0211785432142977"	"11"	"65386306"	"65386307"	"0.0150645595377716"	"11"	"65386306"	"65386307"	"0.0085609897578268"	"11"	"65386306"	"65386307"	"0.0210239738414564"	"11"	"65386306"	"65386307"	"0.0155363627274315"	"11"	"65386306"	"65386307"	"0.0159957842392419"	"11"	"65386306"	"65386307"	"0.0183890982209642"	"11"	"65386306"	"65386307"	"0.023933533333371"	"11"	"65386306"	"65386307"	"0.0267551687430519"	"11"	"65386306"	"65386307"	"0.0333147345380793"	"11"	"65386306"	"65386307"	"0.0165295567260709"	"11"	"65386306"	"65386307"	"0.0192333447957201"	"11"	"65386306"	"65386307"
"LTBP3"	"0.574985545040976"	"11"	"65557687"	"65557688"	"0.0944718067092419"	"11"	"65557687"	"65557688"	"0.107336406765762"	"11"	"65557687"	"65557688"	"0.235354269816156"	"11"	"65557687"	"65557688"	"0.771095733054583"	"11"	"65557687"	"65557688"	"0.0937186140635556"	"11"	"65557687"	"65557688"	"0.272589013154488"	"11"	"65557687"	"65557688"	"0.423190134480586"	"11"	"65557687"	"65557688"	"0.510522838454196"	"11"	"65557687"	"65557688"	"0.152711205405985"	"11"	"65557687"	"65557688"	"0.475515824188455"	"11"	"65557687"	"65557688"	"0.564190523370202"	"11"	"65557687"	"65557688"
"MX2"	"0.911701629596148"	"21"	"41361506"	"41361507"	"0.946024296793156"	"21"	"41361506"	"41361507"	"0.931175955853362"	"21"	"41361506"	"41361507"	"0.592613757082401"	"21"	"41361506"	"41361507"	"0.894577628338519"	"21"	"41361506"	"41361507"	"0.241633148981755"	"21"	"41361506"	"41361507"	"0.890953713483447"	"21"	"41361506"	"41361507"	"0.241802038829845"	"21"	"41361506"	"41361507"	"0.488751128262889"	"21"	"41361506"	"41361507"	"0.85603812216403"	"21"	"41361506"	"41361507"	"0.775999569554391"	"21"	"41361506"	"41361507"	"0.204862460901943"	"21"	"41361506"	"41361507"
"SHOX2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"TIGD3"	"0.0144822423413539"	"11"	"65354970"	"65354971"	"0.0349041024605478"	"11"	"65354970"	"65354971"	"0.00809991071964918"	"11"	"65354970"	"65354971"	"0.0166312747583695"	"11"	"65354970"	"65354971"	"0.0154438409002082"	"11"	"65354970"	"65354971"	"0.0148495720826037"	"11"	"65354970"	"65354971"	"0.0177509745581347"	"11"	"65354970"	"65354971"	"0.0138270407754461"	"11"	"65354970"	"65354971"	"0.0184921054005351"	"11"	"65354970"	"65354971"	"0.0189292875638471"	"11"	"65354970"	"65354971"	"0.011421601268579"	"11"	"65354970"	"65354971"	"0.0136380781166856"	"11"	"65354970"	"65354971"
"TNNT1"	"0.0748755385094772"	"19"	"55149146"	"55149147"	"0.461264886673178"	"19"	"55149146"	"55149147"	"0.0846436961555115"	"19"	"55149146"	"55149147"	"0.133284366686715"	"19"	"55149146"	"55149147"	"0.118849306410644"	"19"	"55149146"	"55149147"	"0.51869311522379"	"19"	"55149146"	"55149147"	"0.290310276146508"	"19"	"55149146"	"55149147"	"0.0581398918264802"	"19"	"55149146"	"55149147"	"0.18296236027459"	"19"	"55149146"	"55149147"	"0.324077076270954"	"19"	"55149146"	"55149147"	"0.20834784486849"	"19"	"55149146"	"55149147"	"0.572056919794725"	"19"	"55149146"	"55149147"
"IFNG"	"0.545251494555081"	"12"	"68159797"	"68159798"	"0.575898728351711"	"12"	"68159797"	"68159798"	"0.857950867809175"	"12"	"68159797"	"68159798"	"0.690721946300769"	"12"	"68159797"	"68159798"	"0.73540020961459"	"12"	"68159797"	"68159798"	"0.872088411161302"	"12"	"68159797"	"68159798"	"0.700219068515048"	"12"	"68159797"	"68159798"	"0.330998135146756"	"12"	"68159797"	"68159798"	"0.450249610737005"	"12"	"68159797"	"68159798"	"0.886806717436495"	"12"	"68159797"	"68159798"	"0.881362670296288"	"12"	"68159797"	"68159798"	"0.230153665015295"	"12"	"68159797"	"68159798"
"BDNF"	"0.0759649895358226"	"11"	"27722033"	"27722034"	"0.0932700755817491"	"11"	"27722033"	"27722034"	"0.178504406271698"	"11"	"27722033"	"27722034"	"0.0870628450431063"	"11"	"27722033"	"27722034"	"0.694235176510311"	"11"	"27722033"	"27722034"	"0.068816427753744"	"11"	"27722033"	"27722034"	"0.0380930941137171"	"11"	"27722033"	"27722034"	"0.809290981073268"	"11"	"27722033"	"27722034"	"0.361976580934969"	"11"	"27722033"	"27722034"	"0.0482585336332634"	"11"	"27722033"	"27722034"	"0.0354119478990908"	"11"	"27722033"	"27722034"	"0.611014215941155"	"11"	"27722033"	"27722034"
"KCNQ1"	"0.909382164233472"	"11"	"2521350"	"2521351"	"0.868684701259693"	"11"	"2521350"	"2521351"	"0.943220814014207"	"11"	"2521350"	"2521351"	"0.944735804472808"	"11"	"2521350"	"2521351"	"0.764988961965508"	"11"	"2521350"	"2521351"	"0.530961048252549"	"11"	"2521350"	"2521351"	"0.924670511300665"	"11"	"2521350"	"2521351"	"0.949130483265573"	"11"	"2521350"	"2521351"	"0.935275129924355"	"11"	"2521350"	"2521351"	"0.503790639390533"	"11"	"2521350"	"2521351"	"0.920323128839066"	"11"	"2521350"	"2521351"	"0.952387843705385"	"11"	"2521350"	"2521351"
"CDK6"	"0.016541854551521"	"7"	"92833667"	"92833668"	"0.0335561325825965"	"7"	"92833667"	"92833668"	"0.0124005197624617"	"7"	"92833667"	"92833668"	"0.0150104313845958"	"7"	"92833667"	"92833668"	"0.015645046753247"	"7"	"92833667"	"92833668"	"0.0175839856951076"	"7"	"92833667"	"92833668"	"0.0191342195541085"	"7"	"92833667"	"92833668"	"0.016785258003559"	"7"	"92833667"	"92833668"	"0.0206203239087988"	"7"	"92833667"	"92833668"	"0.0182508892989808"	"7"	"92833667"	"92833668"	"0.017258749018387"	"7"	"92833667"	"92833668"	"0.0125529709135646"	"7"	"92833667"	"92833668"
"PTEN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"IGF2R"	"0.0187595811491842"	"6"	"159968801"	"159968802"	"0.0285647931018063"	"6"	"159968801"	"159968802"	"0.0164220418111305"	"6"	"159968801"	"159968802"	"0.0135603135019197"	"6"	"159968801"	"159968802"	"0.0191302973764131"	"6"	"159968801"	"159968802"	"0.0160976598632817"	"6"	"159968801"	"159968802"	"0.0183745853677771"	"6"	"159968801"	"159968802"	"0.0117770052443155"	"6"	"159968801"	"159968802"	"0.015848140813677"	"6"	"159968801"	"159968802"	"0.0162930380080036"	"6"	"159968801"	"159968802"	"0.0175216982505105"	"6"	"159968801"	"159968802"	"0.0151070755158443"	"6"	"159968801"	"159968802"
"ABCA1"	"0.00877550257054988"	"9"	"104928204"	"104928205"	"0.0156381006846477"	"9"	"104928204"	"104928205"	"0.00639072076510111"	"9"	"104928204"	"104928205"	"0.00706794921998472"	"9"	"104928204"	"104928205"	"0.0105800603993532"	"9"	"104928204"	"104928205"	"0.00859701058695935"	"9"	"104928204"	"104928205"	"0.0111419284739535"	"9"	"104928204"	"104928205"	"0.00631769613915758"	"9"	"104928204"	"104928205"	"0.00931845435249781"	"9"	"104928204"	"104928205"	"0.00862227135563084"	"9"	"104928204"	"104928205"	"0.0077972867513533"	"9"	"104928204"	"104928205"	"0.00489215396732021"	"9"	"104928204"	"104928205"
"ADAMTS12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"BMPER"	"0.0128551854559047"	"7"	"33904601"	"33904602"	"0.0189354385612373"	"7"	"33904601"	"33904602"	"0.00876839842317548"	"7"	"33904601"	"33904602"	"0.00792636847099914"	"7"	"33904601"	"33904602"	"0.0134062632011525"	"7"	"33904601"	"33904602"	"0.0164724867483438"	"7"	"33904601"	"33904602"	"0.0132132470292317"	"7"	"33904601"	"33904602"	"0.00783444552034166"	"7"	"33904601"	"33904602"	"0.0391906994121052"	"7"	"33904601"	"33904602"	"0.0122307955865214"	"7"	"33904601"	"33904602"	"0.0114085565682341"	"7"	"33904601"	"33904602"	"0.00960882953481767"	"7"	"33904601"	"33904602"
"CA2"	"0.0265654864847561"	"8"	"85463221"	"85463222"	"0.0689853483827058"	"8"	"85463221"	"85463222"	"0.0186844173257173"	"8"	"85463221"	"85463222"	"0.0330003168289251"	"8"	"85463221"	"85463222"	"0.0344074905003906"	"8"	"85463221"	"85463222"	"0.0208557365403477"	"8"	"85463221"	"85463222"	"0.0261747216299591"	"8"	"85463221"	"85463222"	"0.0275604375339115"	"8"	"85463221"	"85463222"	"0.0416324553397167"	"8"	"85463221"	"85463222"	"0.0272321319703965"	"8"	"85463221"	"85463222"	"0.0181301346081631"	"8"	"85463221"	"85463222"	"0.0370191540978974"	"8"	"85463221"	"85463222"
"CDCP1"	"0.396545866597905"	"3"	"45146716"	"45146717"	"0.790451442921598"	"3"	"45146716"	"45146717"	"0.225203158387455"	"3"	"45146716"	"45146717"	"0.258382846987015"	"3"	"45146716"	"45146717"	"0.350146962213388"	"3"	"45146716"	"45146717"	"0.54573329543492"	"3"	"45146716"	"45146717"	"0.312767792062841"	"3"	"45146716"	"45146717"	"0.271868001954144"	"3"	"45146716"	"45146717"	"0.432782329249975"	"3"	"45146716"	"45146717"	"0.799219363178142"	"3"	"45146716"	"45146717"	"0.383650216932242"	"3"	"45146716"	"45146717"	"0.224995519831352"	"3"	"45146716"	"45146717"
"COL6A1"	"0.0526334945287446"	"21"	"45981195"	"45981196"	"0.136623335796634"	"21"	"45981195"	"45981196"	"0.0335612690138805"	"21"	"45981195"	"45981196"	"0.0684296310500705"	"21"	"45981195"	"45981196"	"0.0565907760372938"	"21"	"45981195"	"45981196"	"0.0563804700910595"	"21"	"45981195"	"45981196"	"0.0691282107148425"	"21"	"45981195"	"45981196"	"0.0409867278359555"	"21"	"45981195"	"45981196"	"0.0790903672941584"	"21"	"45981195"	"45981196"	"0.129363480202383"	"21"	"45981195"	"45981196"	"0.0536528071090623"	"21"	"45981195"	"45981196"	"0.0712030880337963"	"21"	"45981195"	"45981196"
"CPM"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CSF1"	"0.0402899775629715"	"1"	"109910855"	"109910856"	"0.0523427323503031"	"1"	"109910855"	"109910856"	"0.0172772365499975"	"1"	"109910855"	"109910856"	"0.04622761719671"	"1"	"109910855"	"109910856"	"0.0599655356432925"	"1"	"109910855"	"109910856"	"0.0363576723888676"	"1"	"109910855"	"109910856"	"0.0370006482233217"	"1"	"109910855"	"109910856"	"0.024676427259302"	"1"	"109910855"	"109910856"	"0.0507303568668483"	"1"	"109910855"	"109910856"	"0.0531340090820698"	"1"	"109910855"	"109910856"	"0.044649039908635"	"1"	"109910855"	"109910856"	"0.0548274418156507"	"1"	"109910855"	"109910856"
"CXCL5"	"0.88077107299605"	"4"	"73999008"	"73999009"	"0.350716788330004"	"4"	"73999008"	"73999009"	"0.936650324591664"	"4"	"73999008"	"73999009"	"0.774622917875046"	"4"	"73999008"	"73999009"	"0.919885342586897"	"4"	"73999008"	"73999009"	"0.781637521727196"	"4"	"73999008"	"73999009"	"0.792895304290689"	"4"	"73999008"	"73999009"	"0.942748829585684"	"4"	"73999008"	"73999009"	"0.811857351903517"	"4"	"73999008"	"73999009"	"0.798365232060414"	"4"	"73999008"	"73999009"	"0.906448668688386"	"4"	"73999008"	"73999009"	"0.969362924170684"	"4"	"73999008"	"73999009"
"DRD1"	"0.249754793780433"	"5"	"175443965"	"175443966"	"0.355726659701189"	"5"	"175443965"	"175443966"	"0.358425897486604"	"5"	"175443965"	"175443966"	"0.0281560139364494"	"5"	"175443965"	"175443966"	"0.49185255724923"	"5"	"175443965"	"175443966"	"0.309114885241999"	"5"	"175443965"	"175443966"	"0.0955029127524247"	"5"	"175443965"	"175443966"	"0.7493052552075"	"5"	"175443965"	"175443966"	"0.109667887935221"	"5"	"175443965"	"175443966"	"0.350007636603453"	"5"	"175443965"	"175443966"	"0.0298723811936296"	"5"	"175443965"	"175443966"	"0.778088311330488"	"5"	"175443965"	"175443966"
"GPC6"	"0.0486946421398298"	"13"	"93227108"	"93227109"	"0.0397601452730372"	"13"	"93227108"	"93227109"	"0.0132662832767707"	"13"	"93227108"	"93227109"	"0.187582176863581"	"13"	"93227108"	"93227109"	"0.0633747701623798"	"13"	"93227108"	"93227109"	"0.0466854668791547"	"13"	"93227108"	"93227109"	"0.192670744412132"	"13"	"93227108"	"93227109"	"0.851222745387729"	"13"	"93227108"	"93227109"	"0.598590483107076"	"13"	"93227108"	"93227109"	"0.0975408503802009"	"13"	"93227108"	"93227109"	"0.415257802871733"	"13"	"93227108"	"93227109"	"0.760600457210582"	"13"	"93227108"	"93227109"
"HNF4G"	"0.185662086226634"	"8"	"75539917"	"75539918"	"0.865922542524576"	"8"	"75539917"	"75539918"	"0.213264203189857"	"8"	"75539917"	"75539918"	"0.665004252366277"	"8"	"75539917"	"75539918"	"0.802853676017095"	"8"	"75539917"	"75539918"	"0.866517276349432"	"8"	"75539917"	"75539918"	"0.36869395344971"	"8"	"75539917"	"75539918"	"0.866447653196903"	"8"	"75539917"	"75539918"	"0.704710522485758"	"8"	"75539917"	"75539918"	"0.257443294860947"	"8"	"75539917"	"75539918"	"0.384187252450567"	"8"	"75539917"	"75539918"	"0.80142128677231"	"8"	"75539917"	"75539918"
"LAYN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"LPAR1"	"0.588329901838221"	"9"	"111039040"	"111039041"	"0.0906860037415951"	"9"	"111039040"	"111039041"	"0.0108332992298559"	"9"	"111039040"	"111039041"	"0.0741904277270773"	"9"	"111039040"	"111039041"	"0.0442754346419089"	"9"	"111039040"	"111039041"	"0.0228616930190857"	"9"	"111039040"	"111039041"	"0.152674160282941"	"9"	"111039040"	"111039041"	"0.0143108302174388"	"9"	"111039040"	"111039041"	"0.106564389661399"	"9"	"111039040"	"111039041"	"0.0136747348650419"	"9"	"111039040"	"111039041"	"0.147049822913581"	"9"	"111039040"	"111039041"	"0.0654483188630288"	"9"	"111039040"	"111039041"
"LY6K"	"0.801409035725015"	"8"	"142700226"	"142700227"	"0.593872491316391"	"8"	"142700226"	"142700227"	"0.910590870564753"	"8"	"142700226"	"142700227"	"0.426747689444886"	"8"	"142700226"	"142700227"	"0.446518218741984"	"8"	"142700226"	"142700227"	"0.514246146616463"	"8"	"142700226"	"142700227"	"0.433536006657462"	"8"	"142700226"	"142700227"	"0.89236200674554"	"8"	"142700226"	"142700227"	"0.712025372742717"	"8"	"142700226"	"142700227"	"0.6673441708319"	"8"	"142700226"	"142700227"	"0.55090310880773"	"8"	"142700226"	"142700227"	"0.840334016664312"	"8"	"142700226"	"142700227"
"MCAM"	"0.0183878311838666"	"11"	"119316681"	"119316682"	"0.0181954353731177"	"11"	"119316681"	"119316682"	"0.0114695471301145"	"11"	"119316681"	"119316682"	"0.0134223917111548"	"11"	"119316681"	"119316682"	"0.0327128339785884"	"11"	"119316681"	"119316682"	"0.243404154040234"	"11"	"119316681"	"119316682"	"0.0156877583901066"	"11"	"119316681"	"119316682"	"0.0506364484946398"	"11"	"119316681"	"119316682"	"0.0206973603635029"	"11"	"119316681"	"119316682"	"0.0160047057215451"	"11"	"119316681"	"119316682"	"0.017159961955467"	"11"	"119316681"	"119316682"	"0.0236402666493699"	"11"	"119316681"	"119316682"
"MIA2"	"0.867579895221853"	"14"	"39234098"	"39234099"	"0.766287193192236"	"14"	"39234098"	"39234099"	"0.916801310057699"	"14"	"39234098"	"39234099"	"0.429280950208479"	"14"	"39234098"	"39234099"	"0.594580230287343"	"14"	"39234098"	"39234099"	"0.519832005804972"	"14"	"39234098"	"39234099"	"0.906172573210111"	"14"	"39234098"	"39234099"	"0.676288994204416"	"14"	"39234098"	"39234099"	"0.655782002545446"	"14"	"39234098"	"39234099"	"0.546667765891391"	"14"	"39234098"	"39234099"	"0.91621550578693"	"14"	"39234098"	"39234099"	"0.31479015554118"	"14"	"39234098"	"39234099"
"NNMT"	"0.26614736142922"	"11"	"114295914"	"114295915"	"0.593113735374726"	"11"	"114295914"	"114295915"	"0.314387133972202"	"11"	"114295914"	"114295915"	"0.681725754691288"	"11"	"114295914"	"114295915"	"0.735058412217305"	"11"	"114295914"	"114295915"	"0.218556995855328"	"11"	"114295914"	"114295915"	"0.70448836529995"	"11"	"114295914"	"114295915"	"0.66008186524915"	"11"	"114295914"	"114295915"	"0.561191677333266"	"11"	"114295914"	"114295915"	"0.740548213999949"	"11"	"114295914"	"114295915"	"0.834239704593785"	"11"	"114295914"	"114295915"	"0.41113022309339"	"11"	"114295914"	"114295915"
