"Gene_Symbol"	"METHY_BRCA_BETA"	"METHY_BRCA_CHR"	"METHY_BRCA_START"	"METHY_BRCA_END"	"METHY_GBM_BETA"	"METHY_GBM_CHR"	"METHY_GBM_START"	"METHY_GBM_END"	"METHY_OV_BETA"	"METHY_OV_CHR"	"METHY_OV_START"	"METHY_OV_END"	"METHY_LUAD_BETA"	"METHY_LUAD_CHR"	"METHY_LUAD_START"	"METHY_LUAD_END"	"METHY_UCEC_BETA"	"METHY_UCEC_CHR"	"METHY_UCEC_START"	"METHY_UCEC_END"	"METHY_KIRC_BETA"	"METHY_KIRC_CHR"	"METHY_KIRC_START"	"METHY_KIRC_END"	"METHY_LUSC_BETA"	"METHY_LUSC_CHR"	"METHY_LUSC_START"	"METHY_LUSC_END"	"METHY_COAD_BETA"	"METHY_COAD_CHR"	"METHY_COAD_START"	"METHY_COAD_END"	"METHY_STAD_BETA"	"METHY_STAD_CHR"	"METHY_STAD_START"	"METHY_STAD_END"	"METHY_KIRP_BETA"	"METHY_KIRP_CHR"	"METHY_KIRP_START"	"METHY_KIRP_END"	"METHY_LAML_BETA"	"METHY_LAML_CHR"	"METHY_LAML_START"	"METHY_LAML_END"	"METHY_READ_BETA"	"METHY_READ_CHR"	"METHY_READ_START"	"METHY_READ_END"
"LTBP3"	"0.574985545040976"	"chr11"	"65557687"	"65557688"	"0.0944718067092419"	"chr11"	"65557687"	"65557688"	"0.107336406765762"	"chr11"	"65557687"	"65557688"	"0.235354269816156"	"chr11"	"65557687"	"65557688"	"0.771095733054583"	"chr11"	"65557687"	"65557688"	"0.0937186140635556"	"chr11"	"65557687"	"65557688"	"0.272589013154488"	"chr11"	"65557687"	"65557688"	"0.423190134480586"	"chr11"	"65557687"	"65557688"	"0.510522838454196"	"chr11"	"65557687"	"65557688"	"0.152711205405985"	"chr11"	"65557687"	"65557688"	"0.475515824188455"	"chr11"	"65557687"	"65557688"	"0.564190523370202"	"chr11"	"65557687"	"65557688"
"MX2"	"0.911701629596148"	"chr21"	"41361506"	"41361507"	"0.946024296793156"	"chr21"	"41361506"	"41361507"	"0.931175955853362"	"chr21"	"41361506"	"41361507"	"0.592613757082401"	"chr21"	"41361506"	"41361507"	"0.894577628338519"	"chr21"	"41361506"	"41361507"	"0.241633148981755"	"chr21"	"41361506"	"41361507"	"0.890953713483447"	"chr21"	"41361506"	"41361507"	"0.241802038829845"	"chr21"	"41361506"	"41361507"	"0.488751128262889"	"chr21"	"41361506"	"41361507"	"0.85603812216403"	"chr21"	"41361506"	"41361507"	"0.775999569554391"	"chr21"	"41361506"	"41361507"	"0.204862460901943"	"chr21"	"41361506"	"41361507"
"SHOX2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"TIGD3"	"0.0144822423413539"	"chr11"	"65354970"	"65354971"	"0.0349041024605478"	"chr11"	"65354970"	"65354971"	"0.00809991071964918"	"chr11"	"65354970"	"65354971"	"0.0166312747583695"	"chr11"	"65354970"	"65354971"	"0.0154438409002082"	"chr11"	"65354970"	"65354971"	"0.0148495720826037"	"chr11"	"65354970"	"65354971"	"0.0177509745581347"	"chr11"	"65354970"	"65354971"	"0.0138270407754461"	"chr11"	"65354970"	"65354971"	"0.0184921054005351"	"chr11"	"65354970"	"65354971"	"0.0189292875638471"	"chr11"	"65354970"	"65354971"	"0.011421601268579"	"chr11"	"65354970"	"65354971"	"0.0136380781166856"	"chr11"	"65354970"	"65354971"
"TNNT1"	"0.0748755385094772"	"chr19"	"55149146"	"55149147"	"0.461264886673178"	"chr19"	"55149146"	"55149147"	"0.0846436961555115"	"chr19"	"55149146"	"55149147"	"0.133284366686715"	"chr19"	"55149146"	"55149147"	"0.118849306410644"	"chr19"	"55149146"	"55149147"	"0.51869311522379"	"chr19"	"55149146"	"55149147"	"0.290310276146508"	"chr19"	"55149146"	"55149147"	"0.0581398918264802"	"chr19"	"55149146"	"55149147"	"0.18296236027459"	"chr19"	"55149146"	"55149147"	"0.324077076270954"	"chr19"	"55149146"	"55149147"	"0.20834784486849"	"chr19"	"55149146"	"55149147"	"0.572056919794725"	"chr19"	"55149146"	"55149147"
"IFNG"	"0.545251494555081"	"chr12"	"68159797"	"68159798"	"0.575898728351711"	"chr12"	"68159797"	"68159798"	"0.857950867809175"	"chr12"	"68159797"	"68159798"	"0.690721946300769"	"chr12"	"68159797"	"68159798"	"0.73540020961459"	"chr12"	"68159797"	"68159798"	"0.872088411161302"	"chr12"	"68159797"	"68159798"	"0.700219068515048"	"chr12"	"68159797"	"68159798"	"0.330998135146756"	"chr12"	"68159797"	"68159798"	"0.450249610737005"	"chr12"	"68159797"	"68159798"	"0.886806717436495"	"chr12"	"68159797"	"68159798"	"0.881362670296288"	"chr12"	"68159797"	"68159798"	"0.230153665015295"	"chr12"	"68159797"	"68159798"
"BDNF"	"0.0759649895358226"	"chr11"	"27722033"	"27722034"	"0.0932700755817491"	"chr11"	"27722033"	"27722034"	"0.178504406271698"	"chr11"	"27722033"	"27722034"	"0.0870628450431063"	"chr11"	"27722033"	"27722034"	"0.694235176510311"	"chr11"	"27722033"	"27722034"	"0.068816427753744"	"chr11"	"27722033"	"27722034"	"0.0380930941137171"	"chr11"	"27722033"	"27722034"	"0.809290981073268"	"chr11"	"27722033"	"27722034"	"0.361976580934969"	"chr11"	"27722033"	"27722034"	"0.0482585336332634"	"chr11"	"27722033"	"27722034"	"0.0354119478990908"	"chr11"	"27722033"	"27722034"	"0.611014215941155"	"chr11"	"27722033"	"27722034"
"KCNQ1"	"0.909382164233472"	"chr11"	"2521350"	"2521351"	"0.868684701259693"	"chr11"	"2521350"	"2521351"	"0.943220814014207"	"chr11"	"2521350"	"2521351"	"0.944735804472808"	"chr11"	"2521350"	"2521351"	"0.764988961965508"	"chr11"	"2521350"	"2521351"	"0.530961048252549"	"chr11"	"2521350"	"2521351"	"0.924670511300665"	"chr11"	"2521350"	"2521351"	"0.949130483265573"	"chr11"	"2521350"	"2521351"	"0.935275129924355"	"chr11"	"2521350"	"2521351"	"0.503790639390533"	"chr11"	"2521350"	"2521351"	"0.920323128839066"	"chr11"	"2521350"	"2521351"	"0.952387843705385"	"chr11"	"2521350"	"2521351"
"CDK6"	"0.016541854551521"	"chr7"	"92833667"	"92833668"	"0.0335561325825965"	"chr7"	"92833667"	"92833668"	"0.0124005197624617"	"chr7"	"92833667"	"92833668"	"0.0150104313845958"	"chr7"	"92833667"	"92833668"	"0.015645046753247"	"chr7"	"92833667"	"92833668"	"0.0175839856951076"	"chr7"	"92833667"	"92833668"	"0.0191342195541085"	"chr7"	"92833667"	"92833668"	"0.016785258003559"	"chr7"	"92833667"	"92833668"	"0.0206203239087988"	"chr7"	"92833667"	"92833668"	"0.0182508892989808"	"chr7"	"92833667"	"92833668"	"0.017258749018387"	"chr7"	"92833667"	"92833668"	"0.0125529709135646"	"chr7"	"92833667"	"92833668"
"PTEN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"IGF2R"	"0.0187595811491842"	"chr6"	"159968801"	"159968802"	"0.0285647931018063"	"chr6"	"159968801"	"159968802"	"0.0164220418111305"	"chr6"	"159968801"	"159968802"	"0.0135603135019197"	"chr6"	"159968801"	"159968802"	"0.0191302973764131"	"chr6"	"159968801"	"159968802"	"0.0160976598632817"	"chr6"	"159968801"	"159968802"	"0.0183745853677771"	"chr6"	"159968801"	"159968802"	"0.0117770052443155"	"chr6"	"159968801"	"159968802"	"0.015848140813677"	"chr6"	"159968801"	"159968802"	"0.0162930380080036"	"chr6"	"159968801"	"159968802"	"0.0175216982505105"	"chr6"	"159968801"	"159968802"	"0.0151070755158443"	"chr6"	"159968801"	"159968802"
"ABCA1"	"0.00877550257054988"	"chr9"	"104928204"	"104928205"	"0.0156381006846477"	"chr9"	"104928204"	"104928205"	"0.00639072076510111"	"chr9"	"104928204"	"104928205"	"0.00706794921998472"	"chr9"	"104928204"	"104928205"	"0.0105800603993532"	"chr9"	"104928204"	"104928205"	"0.00859701058695935"	"chr9"	"104928204"	"104928205"	"0.0111419284739535"	"chr9"	"104928204"	"104928205"	"0.00631769613915758"	"chr9"	"104928204"	"104928205"	"0.00931845435249781"	"chr9"	"104928204"	"104928205"	"0.00862227135563084"	"chr9"	"104928204"	"104928205"	"0.0077972867513533"	"chr9"	"104928204"	"104928205"	"0.00489215396732021"	"chr9"	"104928204"	"104928205"
"ADAMTS12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"BMPER"	"0.0128551854559047"	"chr7"	"33904601"	"33904602"	"0.0189354385612373"	"chr7"	"33904601"	"33904602"	"0.00876839842317548"	"chr7"	"33904601"	"33904602"	"0.00792636847099914"	"chr7"	"33904601"	"33904602"	"0.0134062632011525"	"chr7"	"33904601"	"33904602"	"0.0164724867483438"	"chr7"	"33904601"	"33904602"	"0.0132132470292317"	"chr7"	"33904601"	"33904602"	"0.00783444552034166"	"chr7"	"33904601"	"33904602"	"0.0391906994121052"	"chr7"	"33904601"	"33904602"	"0.0122307955865214"	"chr7"	"33904601"	"33904602"	"0.0114085565682341"	"chr7"	"33904601"	"33904602"	"0.00960882953481767"	"chr7"	"33904601"	"33904602"
"CA2"	"0.0265654864847561"	"chr8"	"85463221"	"85463222"	"0.0689853483827058"	"chr8"	"85463221"	"85463222"	"0.0186844173257173"	"chr8"	"85463221"	"85463222"	"0.0330003168289251"	"chr8"	"85463221"	"85463222"	"0.0344074905003906"	"chr8"	"85463221"	"85463222"	"0.0208557365403477"	"chr8"	"85463221"	"85463222"	"0.0261747216299591"	"chr8"	"85463221"	"85463222"	"0.0275604375339115"	"chr8"	"85463221"	"85463222"	"0.0416324553397167"	"chr8"	"85463221"	"85463222"	"0.0272321319703965"	"chr8"	"85463221"	"85463222"	"0.0181301346081631"	"chr8"	"85463221"	"85463222"	"0.0370191540978974"	"chr8"	"85463221"	"85463222"
"CDCP1"	"0.396545866597905"	"chr3"	"45146716"	"45146717"	"0.790451442921598"	"chr3"	"45146716"	"45146717"	"0.225203158387455"	"chr3"	"45146716"	"45146717"	"0.258382846987015"	"chr3"	"45146716"	"45146717"	"0.350146962213388"	"chr3"	"45146716"	"45146717"	"0.54573329543492"	"chr3"	"45146716"	"45146717"	"0.312767792062841"	"chr3"	"45146716"	"45146717"	"0.271868001954144"	"chr3"	"45146716"	"45146717"	"0.432782329249975"	"chr3"	"45146716"	"45146717"	"0.799219363178142"	"chr3"	"45146716"	"45146717"	"0.383650216932242"	"chr3"	"45146716"	"45146717"	"0.224995519831352"	"chr3"	"45146716"	"45146717"
"COL6A1"	"0.0526334945287446"	"chr21"	"45981195"	"45981196"	"0.136623335796634"	"chr21"	"45981195"	"45981196"	"0.0335612690138805"	"chr21"	"45981195"	"45981196"	"0.0684296310500705"	"chr21"	"45981195"	"45981196"	"0.0565907760372938"	"chr21"	"45981195"	"45981196"	"0.0563804700910595"	"chr21"	"45981195"	"45981196"	"0.0691282107148425"	"chr21"	"45981195"	"45981196"	"0.0409867278359555"	"chr21"	"45981195"	"45981196"	"0.0790903672941584"	"chr21"	"45981195"	"45981196"	"0.129363480202383"	"chr21"	"45981195"	"45981196"	"0.0536528071090623"	"chr21"	"45981195"	"45981196"	"0.0712030880337963"	"chr21"	"45981195"	"45981196"
"CPM"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CSF1"	"0.0402899775629715"	"chr1"	"109910855"	"109910856"	"0.0523427323503031"	"chr1"	"109910855"	"109910856"	"0.0172772365499975"	"chr1"	"109910855"	"109910856"	"0.04622761719671"	"chr1"	"109910855"	"109910856"	"0.0599655356432925"	"chr1"	"109910855"	"109910856"	"0.0363576723888676"	"chr1"	"109910855"	"109910856"	"0.0370006482233217"	"chr1"	"109910855"	"109910856"	"0.024676427259302"	"chr1"	"109910855"	"109910856"	"0.0507303568668483"	"chr1"	"109910855"	"109910856"	"0.0531340090820698"	"chr1"	"109910855"	"109910856"	"0.044649039908635"	"chr1"	"109910855"	"109910856"	"0.0548274418156507"	"chr1"	"109910855"	"109910856"
"CXCL5"	"0.88077107299605"	"chr4"	"73999008"	"73999009"	"0.350716788330004"	"chr4"	"73999008"	"73999009"	"0.936650324591664"	"chr4"	"73999008"	"73999009"	"0.774622917875046"	"chr4"	"73999008"	"73999009"	"0.919885342586897"	"chr4"	"73999008"	"73999009"	"0.781637521727196"	"chr4"	"73999008"	"73999009"	"0.792895304290689"	"chr4"	"73999008"	"73999009"	"0.942748829585684"	"chr4"	"73999008"	"73999009"	"0.811857351903517"	"chr4"	"73999008"	"73999009"	"0.798365232060414"	"chr4"	"73999008"	"73999009"	"0.906448668688386"	"chr4"	"73999008"	"73999009"	"0.969362924170684"	"chr4"	"73999008"	"73999009"
"DRD1"	"0.249754793780433"	"chr5"	"175443965"	"175443966"	"0.355726659701189"	"chr5"	"175443965"	"175443966"	"0.358425897486604"	"chr5"	"175443965"	"175443966"	"0.0281560139364494"	"chr5"	"175443965"	"175443966"	"0.49185255724923"	"chr5"	"175443965"	"175443966"	"0.309114885241999"	"chr5"	"175443965"	"175443966"	"0.0955029127524247"	"chr5"	"175443965"	"175443966"	"0.7493052552075"	"chr5"	"175443965"	"175443966"	"0.109667887935221"	"chr5"	"175443965"	"175443966"	"0.350007636603453"	"chr5"	"175443965"	"175443966"	"0.0298723811936296"	"chr5"	"175443965"	"175443966"	"0.778088311330488"	"chr5"	"175443965"	"175443966"
"GPC6"	"0.0486946421398298"	"chr13"	"93227108"	"93227109"	"0.0397601452730372"	"chr13"	"93227108"	"93227109"	"0.0132662832767707"	"chr13"	"93227108"	"93227109"	"0.187582176863581"	"chr13"	"93227108"	"93227109"	"0.0633747701623798"	"chr13"	"93227108"	"93227109"	"0.0466854668791547"	"chr13"	"93227108"	"93227109"	"0.192670744412132"	"chr13"	"93227108"	"93227109"	"0.851222745387729"	"chr13"	"93227108"	"93227109"	"0.598590483107076"	"chr13"	"93227108"	"93227109"	"0.0975408503802009"	"chr13"	"93227108"	"93227109"	"0.415257802871733"	"chr13"	"93227108"	"93227109"	"0.760600457210582"	"chr13"	"93227108"	"93227109"
"HNF4G"	"0.185662086226634"	"chr8"	"75539917"	"75539918"	"0.865922542524576"	"chr8"	"75539917"	"75539918"	"0.213264203189857"	"chr8"	"75539917"	"75539918"	"0.665004252366277"	"chr8"	"75539917"	"75539918"	"0.802853676017095"	"chr8"	"75539917"	"75539918"	"0.866517276349432"	"chr8"	"75539917"	"75539918"	"0.36869395344971"	"chr8"	"75539917"	"75539918"	"0.866447653196903"	"chr8"	"75539917"	"75539918"	"0.704710522485758"	"chr8"	"75539917"	"75539918"	"0.257443294860947"	"chr8"	"75539917"	"75539918"	"0.384187252450567"	"chr8"	"75539917"	"75539918"	"0.80142128677231"	"chr8"	"75539917"	"75539918"
"LAYN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"LPAR1"	"0.588329901838221"	"chr9"	"111039040"	"111039041"	"0.0906860037415951"	"chr9"	"111039040"	"111039041"	"0.0108332992298559"	"chr9"	"111039040"	"111039041"	"0.0741904277270773"	"chr9"	"111039040"	"111039041"	"0.0442754346419089"	"chr9"	"111039040"	"111039041"	"0.0228616930190857"	"chr9"	"111039040"	"111039041"	"0.152674160282941"	"chr9"	"111039040"	"111039041"	"0.0143108302174388"	"chr9"	"111039040"	"111039041"	"0.106564389661399"	"chr9"	"111039040"	"111039041"	"0.0136747348650419"	"chr9"	"111039040"	"111039041"	"0.147049822913581"	"chr9"	"111039040"	"111039041"	"0.0654483188630288"	"chr9"	"111039040"	"111039041"
"LY6K"	"0.801409035725015"	"chr8"	"142700226"	"142700227"	"0.593872491316391"	"chr8"	"142700226"	"142700227"	"0.910590870564753"	"chr8"	"142700226"	"142700227"	"0.426747689444886"	"chr8"	"142700226"	"142700227"	"0.446518218741984"	"chr8"	"142700226"	"142700227"	"0.514246146616463"	"chr8"	"142700226"	"142700227"	"0.433536006657462"	"chr8"	"142700226"	"142700227"	"0.89236200674554"	"chr8"	"142700226"	"142700227"	"0.712025372742717"	"chr8"	"142700226"	"142700227"	"0.6673441708319"	"chr8"	"142700226"	"142700227"	"0.55090310880773"	"chr8"	"142700226"	"142700227"	"0.840334016664312"	"chr8"	"142700226"	"142700227"
"MCAM"	"0.0183878311838666"	"chr11"	"119316681"	"119316682"	"0.0181954353731177"	"chr11"	"119316681"	"119316682"	"0.0114695471301145"	"chr11"	"119316681"	"119316682"	"0.0134223917111548"	"chr11"	"119316681"	"119316682"	"0.0327128339785884"	"chr11"	"119316681"	"119316682"	"0.243404154040234"	"chr11"	"119316681"	"119316682"	"0.0156877583901066"	"chr11"	"119316681"	"119316682"	"0.0506364484946398"	"chr11"	"119316681"	"119316682"	"0.0206973603635029"	"chr11"	"119316681"	"119316682"	"0.0160047057215451"	"chr11"	"119316681"	"119316682"	"0.017159961955467"	"chr11"	"119316681"	"119316682"	"0.0236402666493699"	"chr11"	"119316681"	"119316682"
"MIA2"	"0.867579895221853"	"chr14"	"39234098"	"39234099"	"0.766287193192236"	"chr14"	"39234098"	"39234099"	"0.916801310057699"	"chr14"	"39234098"	"39234099"	"0.429280950208479"	"chr14"	"39234098"	"39234099"	"0.594580230287343"	"chr14"	"39234098"	"39234099"	"0.519832005804972"	"chr14"	"39234098"	"39234099"	"0.906172573210111"	"chr14"	"39234098"	"39234099"	"0.676288994204416"	"chr14"	"39234098"	"39234099"	"0.655782002545446"	"chr14"	"39234098"	"39234099"	"0.546667765891391"	"chr14"	"39234098"	"39234099"	"0.91621550578693"	"chr14"	"39234098"	"39234099"	"0.31479015554118"	"chr14"	"39234098"	"39234099"
"NNMT"	"0.26614736142922"	"chr11"	"114295914"	"114295915"	"0.593113735374726"	"chr11"	"114295914"	"114295915"	"0.314387133972202"	"chr11"	"114295914"	"114295915"	"0.681725754691288"	"chr11"	"114295914"	"114295915"	"0.735058412217305"	"chr11"	"114295914"	"114295915"	"0.218556995855328"	"chr11"	"114295914"	"114295915"	"0.70448836529995"	"chr11"	"114295914"	"114295915"	"0.66008186524915"	"chr11"	"114295914"	"114295915"	"0.561191677333266"	"chr11"	"114295914"	"114295915"	"0.740548213999949"	"chr11"	"114295914"	"114295915"	"0.834239704593785"	"chr11"	"114295914"	"114295915"	"0.41113022309339"	"chr11"	"114295914"	"114295915"
"PRKCE"	"0.0450024127875137"	"chr2"	"45652145"	"45652146"	"0.0117430472880461"	"chr2"	"45652145"	"45652146"	"0.00518982442980556"	"chr2"	"45652145"	"45652146"	"0.0108988244185562"	"chr2"	"45652145"	"45652146"	"0.0157880167797298"	"chr2"	"45652145"	"45652146"	"0.00927682973604792"	"chr2"	"45652145"	"45652146"	"0.0133784549739568"	"chr2"	"45652145"	"45652146"	"0.0179847015117244"	"chr2"	"45652145"	"45652146"	"0.0127931674763481"	"chr2"	"45652145"	"45652146"	"0.0152358930141045"	"chr2"	"45652145"	"45652146"	"0.010481394857931"	"chr2"	"45652145"	"45652146"	"0.0119621839707299"	"chr2"	"45652145"	"45652146"
"RASSF6"	"0.185609050004051"	"chr4"	"73620841"	"73620842"	"0.165214033509576"	"chr4"	"73620841"	"73620842"	"0.5291229590384"	"chr4"	"73620841"	"73620842"	"0.239542475020126"	"chr4"	"73620841"	"73620842"	"0.207671503286629"	"chr4"	"73620841"	"73620842"	"0.115994777732966"	"chr4"	"73620841"	"73620842"	"0.253357181678819"	"chr4"	"73620841"	"73620842"	"0.118551939436394"	"chr4"	"73620841"	"73620842"	"0.340583130463896"	"chr4"	"73620841"	"73620842"	"0.0915907865669363"	"chr4"	"73620841"	"73620842"	"0.553525373447484"	"chr4"	"73620841"	"73620842"	"0.104032849299667"	"chr4"	"73620841"	"73620842"
"ROBO1"	"0.747936554317311"	"chr3"	"79591097"	"79591098"	"0.390013971637093"	"chr3"	"79591097"	"79591098"	"0.731938793194037"	"chr3"	"79591097"	"79591098"	"0.584448426357644"	"chr3"	"79591097"	"79591098"	"0.422000393351692"	"chr3"	"79591097"	"79591098"	"0.76851929836349"	"chr3"	"79591097"	"79591098"	"0.65037226343742"	"chr3"	"79591097"	"79591098"	"0.54404471207919"	"chr3"	"79591097"	"79591098"	"0.575932131225245"	"chr3"	"79591097"	"79591098"	"0.660101448602032"	"chr3"	"79591097"	"79591098"	"0.853739440660798"	"chr3"	"79591097"	"79591098"	"0.332964597118182"	"chr3"	"79591097"	"79591098"
"STC1"	"0.0952209505125596"	"chr8"	"23854842"	"23854843"	"0.230035239935448"	"chr8"	"23854842"	"23854843"	"0.10117325303384"	"chr8"	"23854842"	"23854843"	"0.054425154800951"	"chr8"	"23854842"	"23854843"	"0.0810797258219102"	"chr8"	"23854842"	"23854843"	"0.0666422922578143"	"chr8"	"23854842"	"23854843"	"0.0803495918486825"	"chr8"	"23854842"	"23854843"	"0.067684131722258"	"chr8"	"23854842"	"23854843"	"0.105658885086968"	"chr8"	"23854842"	"23854843"	"0.137854262466048"	"chr8"	"23854842"	"23854843"	"0.063082909614075"	"chr8"	"23854842"	"23854843"	"0.0702676981001795"	"chr8"	"23854842"	"23854843"
"RUNX2"	"0.167878382647398"	"chr6"	"45328364"	"45328365"	"0.555345570066979"	"chr6"	"45328364"	"45328365"	"0.912705355686231"	"chr6"	"45328364"	"45328365"	"0.247598931148132"	"chr6"	"45328364"	"45328365"	"0.861163281033362"	"chr6"	"45328364"	"45328365"	"0.753928189374479"	"chr6"	"45328364"	"45328365"	"0.665947970788893"	"chr6"	"45328364"	"45328365"	"0.80693668489564"	"chr6"	"45328364"	"45328365"	"0.787540478909593"	"chr6"	"45328364"	"45328365"	"0.817725490122108"	"chr6"	"45328364"	"45328365"	"0.0743865613739355"	"chr6"	"45328364"	"45328365"	"0.898547794726323"	"chr6"	"45328364"	"45328365"
"DLX1"	"0.0944927031020924"	"chr2"	"172084097"	"172084098"	"0.536031821420355"	"chr2"	"172084097"	"172084098"	"0.643479329983493"	"chr2"	"172084097"	"172084098"	"0.0386293894661825"	"chr2"	"172084097"	"172084098"	"0.040477896084657"	"chr2"	"172084097"	"172084098"	"0.0494188582400849"	"chr2"	"172084097"	"172084098"	"0.428295347516148"	"chr2"	"172084097"	"172084098"	"0.291705867563283"	"chr2"	"172084097"	"172084098"	"0.0987785763605838"	"chr2"	"172084097"	"172084098"	"0.0983095790435833"	"chr2"	"172084097"	"172084098"	"0.0316616851029247"	"chr2"	"172084097"	"172084098"	"0.0389032893260427"	"chr2"	"172084097"	"172084098"
"DLX2"	"0.0327458952570368"	"chr2"	"172103251"	"172103252"	"0.0504815516600244"	"chr2"	"172103251"	"172103252"	"0.0168724413858814"	"chr2"	"172103251"	"172103252"	"0.0278535725574405"	"chr2"	"172103251"	"172103252"	"0.0307024683223488"	"chr2"	"172103251"	"172103252"	"0.0269008172474449"	"chr2"	"172103251"	"172103252"	"0.0247810389390214"	"chr2"	"172103251"	"172103252"	"0.0218510840047967"	"chr2"	"172103251"	"172103252"	"0.0494427331499066"	"chr2"	"172103251"	"172103252"	"0.0263427593886333"	"chr2"	"172103251"	"172103252"	"0.0224876932122605"	"chr2"	"172103251"	"172103252"	"0.0220312756899347"	"chr2"	"172103251"	"172103252"
"GABRR2"	"0.950112393580922"	"chr6"	"89315334"	"89315335"	"0.943109166300015"	"chr6"	"89315334"	"89315335"	"0.975993677521535"	"chr6"	"89315334"	"89315335"	"0.919539874666421"	"chr6"	"89315334"	"89315335"	"0.877537682008544"	"chr6"	"89315334"	"89315335"	"0.913432048251797"	"chr6"	"89315334"	"89315335"	"0.961571468955762"	"chr6"	"89315334"	"89315335"	"0.965127552754389"	"chr6"	"89315334"	"89315335"	"0.896640426759113"	"chr6"	"89315334"	"89315335"	"0.942034286413705"	"chr6"	"89315334"	"89315335"	"0.954641058788786"	"chr6"	"89315334"	"89315335"	"0.95883168062839"	"chr6"	"89315334"	"89315335"
"TNFSF10"	"0.928937665626488"	"chr3"	"172524923"	"172524924"	"0.893545278136144"	"chr3"	"172524923"	"172524924"	"0.904086554316383"	"chr3"	"172524923"	"172524924"	"0.838414481629984"	"chr3"	"172524923"	"172524924"	"0.915281188884405"	"chr3"	"172524923"	"172524924"	"0.347941836619149"	"chr3"	"172524923"	"172524924"	"0.86900289355177"	"chr3"	"172524923"	"172524924"	"0.936007337438723"	"chr3"	"172524923"	"172524924"	"0.822328887908661"	"chr3"	"172524923"	"172524924"	"0.689054181381909"	"chr3"	"172524923"	"172524924"	"0.885281012784301"	"chr3"	"172524923"	"172524924"	"0.932162632308694"	"chr3"	"172524923"	"172524924"
"NKD2"	"0.0078969004848543"	"chr5"	"1009089"	"1009090"	"0.0124951237836468"	"chr5"	"1009089"	"1009090"	"0.00704956375608394"	"chr5"	"1009089"	"1009090"	"0.220596010506291"	"chr5"	"1009089"	"1009090"	"0.00788609320123852"	"chr5"	"1009089"	"1009090"	"0.00723412349118386"	"chr5"	"1009089"	"1009090"	"0.0117914855700287"	"chr5"	"1009089"	"1009090"	"0.00802709114236509"	"chr5"	"1009089"	"1009090"	"0.00766435332435112"	"chr5"	"1009089"	"1009090"	"0.00847965204740292"	"chr5"	"1009089"	"1009090"	"0.00721458205903737"	"chr5"	"1009089"	"1009090"	"0.00682569093161437"	"chr5"	"1009089"	"1009090"
"MYC"	"0.0250557183629199"	"chr8"	"127735733"	"127735734"	"0.0222538588408895"	"chr8"	"127735733"	"127735734"	"0.0120694800914067"	"chr8"	"127735733"	"127735734"	"0.0121584840479858"	"chr8"	"127735733"	"127735734"	"0.0142367484916929"	"chr8"	"127735733"	"127735734"	"0.0160250443455259"	"chr8"	"127735733"	"127735734"	"0.0152765147661205"	"chr8"	"127735733"	"127735734"	"0.0138368161933164"	"chr8"	"127735733"	"127735734"	"0.022488823699672"	"chr8"	"127735733"	"127735734"	"0.0164677350022214"	"chr8"	"127735733"	"127735734"	"0.0184793429786641"	"chr8"	"127735733"	"127735734"	"0.0138399736171663"	"chr8"	"127735733"	"127735734"
