"Gene_Symbol"	"METHY_BRCA_BETA"	"METHY_BRCA_CHR"	"METHY_BRCA_START"	"METHY_BRCA_END"	"METHY_GBM_BETA"	"METHY_GBM_CHR"	"METHY_GBM_START"	"METHY_GBM_END"	"METHY_OV_BETA"	"METHY_OV_CHR"	"METHY_OV_START"	"METHY_OV_END"	"METHY_LUAD_BETA"	"METHY_LUAD_CHR"	"METHY_LUAD_START"	"METHY_LUAD_END"	"METHY_UCEC_BETA"	"METHY_UCEC_CHR"	"METHY_UCEC_START"	"METHY_UCEC_END"	"METHY_KIRC_BETA"	"METHY_KIRC_CHR"	"METHY_KIRC_START"	"METHY_KIRC_END"	"METHY_LUSC_BETA"	"METHY_LUSC_CHR"	"METHY_LUSC_START"	"METHY_LUSC_END"	"METHY_COAD_BETA"	"METHY_COAD_CHR"	"METHY_COAD_START"	"METHY_COAD_END"	"METHY_STAD_BETA"	"METHY_STAD_CHR"	"METHY_STAD_START"	"METHY_STAD_END"	"METHY_KIRP_BETA"	"METHY_KIRP_CHR"	"METHY_KIRP_START"	"METHY_KIRP_END"	"METHY_LAML_BETA"	"METHY_LAML_CHR"	"METHY_LAML_START"	"METHY_LAML_END"	"METHY_READ_BETA"	"METHY_READ_CHR"	"METHY_READ_START"	"METHY_READ_END"
"BCL2"	"0.0403415391453311"	"18"	"63318793"	"63318794"	"0.112600128847105"	"18"	"63318793"	"63318794"	"0.0356924667674949"	"18"	"63318793"	"63318794"	"0.0633817825803825"	"18"	"63318793"	"63318794"	"0.0312754336932889"	"18"	"63318793"	"63318794"	"0.0285405429600185"	"18"	"63318793"	"63318794"	"0.0418048766970544"	"18"	"63318793"	"63318794"	"0.031122223747304"	"18"	"63318793"	"63318794"	"0.157015203345986"	"18"	"63318793"	"63318794"	"0.0522135674694801"	"18"	"63318793"	"63318794"	"0.0243760736805061"	"18"	"63318793"	"63318794"	"0.0337347215222449"	"18"	"63318793"	"63318794"
"FASN"	"0.029143891810587"	"17"	"82098641"	"82098642"	"0.0438141253904412"	"17"	"82098641"	"82098642"	"0.0165791902992557"	"17"	"82098641"	"82098642"	"0.018400554612643"	"17"	"82098641"	"82098642"	"0.0460604325932399"	"17"	"82098641"	"82098642"	"0.0472656687528729"	"17"	"82098641"	"82098642"	"0.035061817764697"	"17"	"82098641"	"82098642"	"0.0265833910945969"	"17"	"82098641"	"82098642"	"0.0585662534427173"	"17"	"82098641"	"82098642"	"0.0795226589516575"	"17"	"82098641"	"82098642"	"0.0291254517323335"	"17"	"82098641"	"82098642"	"0.0250273064631938"	"17"	"82098641"	"82098642"
"CRP"	"0.244096631532854"	"1"	"159714641"	"159714642"	"0.769745501212926"	"1"	"159714641"	"159714642"	"0.679493168069002"	"1"	"159714641"	"159714642"	"0.528061652924828"	"1"	"159714641"	"159714642"	"0.631202375530094"	"1"	"159714641"	"159714642"	"0.916039503154633"	"1"	"159714641"	"159714642"	"0.578530225957329"	"1"	"159714641"	"159714642"	"0.425433771098011"	"1"	"159714641"	"159714642"	"0.84009208289585"	"1"	"159714641"	"159714642"	"0.918638705683264"	"1"	"159714641"	"159714642"	"0.904602227470385"	"1"	"159714641"	"159714642"	"0.267653857515373"	"1"	"159714641"	"159714642"
"FSCN1"	"0.317526923017791"	"7"	"5592962"	"5592963"	"0.324452978252876"	"7"	"5592962"	"5592963"	"0.180003766716152"	"7"	"5592962"	"5592963"	"0.0721181278380473"	"7"	"5592962"	"5592963"	"0.336046930177448"	"7"	"5592962"	"5592963"	"0.536751256321856"	"7"	"5592962"	"5592963"	"0.176170168961903"	"7"	"5592962"	"5592963"	"0.215885144653456"	"7"	"5592962"	"5592963"	"0.309808507902235"	"7"	"5592962"	"5592963"	"0.358973162601471"	"7"	"5592962"	"5592963"	"0.0492484900883898"	"7"	"5592962"	"5592963"	"0.320156823812312"	"7"	"5592962"	"5592963"
"DNMT3A"	"0.0152707230720364"	"2"	"25342419"	"25342420"	"0.0446327552587558"	"2"	"25342419"	"25342420"	"0.0139172759324268"	"2"	"25342419"	"25342420"	"0.0221963450692467"	"2"	"25342419"	"25342420"	"0.0194202968995917"	"2"	"25342419"	"25342420"	"0.0179843580223585"	"2"	"25342419"	"25342420"	"0.0197372003467915"	"2"	"25342419"	"25342420"	"0.0153514057738752"	"2"	"25342419"	"25342420"	"0.0214971729262756"	"2"	"25342419"	"25342420"	"0.0177029816281492"	"2"	"25342419"	"25342420"	"0.0179817482606738"	"2"	"25342419"	"25342420"	"0.0188614376679265"	"2"	"25342419"	"25342420"
"GFRA1"	"0.0445065021008261"	"10"	"116273858"	"116273859"	"0.0187474054739326"	"10"	"116273858"	"116273859"	"0.0748072875183247"	"10"	"116273858"	"116273859"	"0.110723370107237"	"10"	"116273858"	"116273859"	"0.612902421995464"	"10"	"116273858"	"116273859"	"0.076705981485198"	"10"	"116273858"	"116273859"	"0.0773340382754294"	"10"	"116273858"	"116273859"	"0.382019190983657"	"10"	"116273858"	"116273859"	"0.234887227691564"	"10"	"116273858"	"116273859"	"0.096789238535836"	"10"	"116273858"	"116273859"	"0.0788298033598568"	"10"	"116273858"	"116273859"	"0.638516127002423"	"10"	"116273858"	"116273859"
"FOXO1"	"0.00848910032620978"	"13"	"40666379"	"40666380"	"0.0177440128398063"	"13"	"40666379"	"40666380"	"0.0072060851680808"	"13"	"40666379"	"40666380"	"0.0085026819216872"	"13"	"40666379"	"40666380"	"0.0101595990377914"	"13"	"40666379"	"40666380"	"0.0100688133301246"	"13"	"40666379"	"40666380"	"0.0117894641796423"	"13"	"40666379"	"40666380"	"0.00739755778345496"	"13"	"40666379"	"40666380"	"0.0130459262385727"	"13"	"40666379"	"40666380"	"0.0091280783624933"	"13"	"40666379"	"40666380"	"0.0085567037812606"	"13"	"40666379"	"40666380"	"0.00705831635775087"	"13"	"40666379"	"40666380"
"RAD18"	"0.0303165140845542"	"3"	"8963089"	"8963090"	"0.0341931777049299"	"3"	"8963089"	"8963090"	"0.0176304331311716"	"3"	"8963089"	"8963090"	"0.028568053153283"	"3"	"8963089"	"8963090"	"0.0347575974429621"	"3"	"8963089"	"8963090"	"0.0316112289049968"	"3"	"8963089"	"8963090"	"0.0336145436340088"	"3"	"8963089"	"8963090"	"0.0244055297543713"	"3"	"8963089"	"8963090"	"0.0317836714791544"	"3"	"8963089"	"8963090"	"0.033254350502871"	"3"	"8963089"	"8963090"	"0.0323041075816319"	"3"	"8963089"	"8963090"	"0.0276635536307902"	"3"	"8963089"	"8963090"
"HK2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"FOXQ1"	"0.349209037202246"	"6"	"1311590"	"1311591"	"0.0255549520278107"	"6"	"1311590"	"1311591"	"0.00944112402831348"	"6"	"1311590"	"1311591"	"0.0191907337922585"	"6"	"1311590"	"1311591"	"0.0250677027656495"	"6"	"1311590"	"1311591"	"0.0213064935374512"	"6"	"1311590"	"1311591"	"0.0531298983351745"	"6"	"1311590"	"1311591"	"0.0162049372269054"	"6"	"1311590"	"1311591"	"0.0326396873468796"	"6"	"1311590"	"1311591"	"0.0227650868093207"	"6"	"1311590"	"1311591"	"0.0443994998686342"	"6"	"1311590"	"1311591"	"0.015232368476522"	"6"	"1311590"	"1311591"
"SPAG9"	"0.0134502913072535"	"17"	"51120459"	"51120460"	"0.0463137241335211"	"17"	"51120459"	"51120460"	"0.0227739726328517"	"17"	"51120459"	"51120460"	"0.019685438451015"	"17"	"51120459"	"51120460"	"0.0160328238019526"	"17"	"51120459"	"51120460"	"0.017917955060615"	"17"	"51120459"	"51120460"	"0.019699087439563"	"17"	"51120459"	"51120460"	"0.0160577780815224"	"17"	"51120459"	"51120460"	"0.0161050844921931"	"17"	"51120459"	"51120460"	"0.0167568085770848"	"17"	"51120459"	"51120460"	"0.0134555743165924"	"17"	"51120459"	"51120460"	"0.022222165502433"	"17"	"51120459"	"51120460"
"GAB2"	"0.0127706911164427"	"11"	"78418350"	"78418351"	"0.0274031464740998"	"11"	"78418350"	"78418351"	"0.00865152511894904"	"11"	"78418350"	"78418351"	"0.0189662566563055"	"11"	"78418350"	"78418351"	"0.0115373348058078"	"11"	"78418350"	"78418351"	"0.010837680842142"	"11"	"78418350"	"78418351"	"0.0130401198561046"	"11"	"78418350"	"78418351"	"0.0135282996499013"	"11"	"78418350"	"78418351"	"0.0156092830096678"	"11"	"78418350"	"78418351"	"0.0178373647922411"	"11"	"78418350"	"78418351"	"0.012995824368434"	"11"	"78418350"	"78418351"	"0.0081654264736165"	"11"	"78418350"	"78418351"
"TPT1"	"0.0330786259577202"	"13"	"45341802"	"45341803"	"0.0592491370811515"	"13"	"45341802"	"45341803"	"0.018997287286364"	"13"	"45341802"	"45341803"	"0.0460140168357709"	"13"	"45341802"	"45341803"	"0.0343421113984567"	"13"	"45341802"	"45341803"	"0.0266686773674776"	"13"	"45341802"	"45341803"	"0.0366427170731559"	"13"	"45341802"	"45341803"	"0.0230738171241621"	"13"	"45341802"	"45341803"	"0.0410444298878249"	"13"	"45341802"	"45341803"	"0.0391910109344305"	"13"	"45341802"	"45341803"	"0.0256164316777042"	"13"	"45341802"	"45341803"	"0.0223622569530994"	"13"	"45341802"	"45341803"
"RAD51"	"0.0189364600938317"	"15"	"40695592"	"40695593"	"0.0379184224011911"	"15"	"40695592"	"40695593"	"0.016644048768004"	"15"	"40695592"	"40695593"	"0.0251391443271256"	"15"	"40695592"	"40695593"	"0.0165935214723481"	"15"	"40695592"	"40695593"	"0.0188238871886795"	"15"	"40695592"	"40695593"	"0.0225119109570209"	"15"	"40695592"	"40695593"	"0.0220284830148955"	"15"	"40695592"	"40695593"	"0.0200474807503024"	"15"	"40695592"	"40695593"	"0.0241742127628552"	"15"	"40695592"	"40695593"	"0.0195912502304394"	"15"	"40695592"	"40695593"	"0.0169082495414137"	"15"	"40695592"	"40695593"
"MEF2D"	"0.00919367796271665"	"1"	"156501496"	"156501497"	"0.0253387307482456"	"1"	"156501496"	"156501497"	"0.00695426793562915"	"1"	"156501496"	"156501497"	"0.0124038636836345"	"1"	"156501496"	"156501497"	"0.0119653059686631"	"1"	"156501496"	"156501497"	"0.0106866320750299"	"1"	"156501496"	"156501497"	"0.0131802628421026"	"1"	"156501496"	"156501497"	"0.0110641767537981"	"1"	"156501496"	"156501497"	"0.0134236780842711"	"1"	"156501496"	"156501497"	"0.0113499220446501"	"1"	"156501496"	"156501497"	"0.0102247069426496"	"1"	"156501496"	"156501497"	"0.0113728381104732"	"1"	"156501496"	"156501497"
"RND3"	"0.0419208457284274"	"2"	"150487818"	"150487819"	"0.0641957459701624"	"2"	"150487818"	"150487819"	"0.0401739540361165"	"2"	"150487818"	"150487819"	"0.0270640877293224"	"2"	"150487818"	"150487819"	"0.0394122162872662"	"2"	"150487818"	"150487819"	"0.0347991231465268"	"2"	"150487818"	"150487819"	"0.0392653045761239"	"2"	"150487818"	"150487819"	"0.0338923244677786"	"2"	"150487818"	"150487819"	"0.0463827845442725"	"2"	"150487818"	"150487819"	"0.0420189066095747"	"2"	"150487818"	"150487819"	"0.0442256607177128"	"2"	"150487818"	"150487819"	"0.0302668860678773"	"2"	"150487818"	"150487819"
"HOXA7"	"0.622778750712546"	"7"	"27156534"	"27156535"	"0.0311709781153251"	"7"	"27156534"	"27156535"	"0.635204313704364"	"7"	"27156534"	"27156535"	"0.122567346886902"	"7"	"27156534"	"27156535"	"0.0448836621934506"	"7"	"27156534"	"27156535"	"0.0259255730144406"	"7"	"27156534"	"27156535"	"0.588559929372405"	"7"	"27156534"	"27156535"	"0.023720834757102"	"7"	"27156534"	"27156535"	"0.497975981103688"	"7"	"27156534"	"27156535"	"0.0254359966023374"	"7"	"27156534"	"27156535"	"0.0379403396641019"	"7"	"27156534"	"27156535"	"0.0248112139266594"	"7"	"27156534"	"27156535"
"NOD2"	"0.898054931062054"	"16"	"50697501"	"50697502"	"0.848763628164766"	"16"	"50697501"	"50697502"	"0.911623548720164"	"16"	"50697501"	"50697502"	"0.833629336900053"	"16"	"50697501"	"50697502"	"0.878769838709136"	"16"	"50697501"	"50697502"	"0.824523685526015"	"16"	"50697501"	"50697502"	"0.864251412926271"	"16"	"50697501"	"50697502"	"0.908473549804969"	"16"	"50697501"	"50697502"	"0.774749632977342"	"16"	"50697501"	"50697502"	"0.831880031298858"	"16"	"50697501"	"50697502"	"0.87332500931455"	"16"	"50697501"	"50697502"	"0.839750643234097"	"16"	"50697501"	"50697502"
"DDX5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"ST7L"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"LATS2"	"0.0120612890053068"	"13"	"21060806"	"21060807"	"0.0182922094810771"	"13"	"21060806"	"21060807"	"0.00937168241585348"	"13"	"21060806"	"21060807"	"0.0607004307199636"	"13"	"21060806"	"21060807"	"0.0115520279873536"	"13"	"21060806"	"21060807"	"0.0172495803031986"	"13"	"21060806"	"21060807"	"0.0802763242161686"	"13"	"21060806"	"21060807"	"0.260259955494874"	"13"	"21060806"	"21060807"	"0.01764301919744"	"13"	"21060806"	"21060807"	"0.0139694779515409"	"13"	"21060806"	"21060807"	"0.0114412268433308"	"13"	"21060806"	"21060807"	"0.0128845961073029"	"13"	"21060806"	"21060807"
"HOXB13"	"0.535101244762908"	"17"	"48729573"	"48729574"	"0.0255764219769604"	"17"	"48729573"	"48729574"	"0.644871399446975"	"17"	"48729573"	"48729574"	"0.0684484496052304"	"17"	"48729573"	"48729574"	"0.151977937777244"	"17"	"48729573"	"48729574"	"0.477751502948709"	"17"	"48729573"	"48729574"	"0.0763052986246149"	"17"	"48729573"	"48729574"	"0.012865284279142"	"17"	"48729573"	"48729574"	"0.0608669002548156"	"17"	"48729573"	"48729574"	"0.0423791982417709"	"17"	"48729573"	"48729574"	"0.03938651747941"	"17"	"48729573"	"48729574"	"0.0175034394498207"	"17"	"48729573"	"48729574"
"HOPX"	"0.256201972447805"	"4"	"56681359"	"56681360"	"0.297591803811124"	"4"	"56681359"	"56681360"	"0.0193688959343896"	"4"	"56681359"	"56681360"	"0.0727523760760368"	"4"	"56681359"	"56681360"	"0.150139199789602"	"4"	"56681359"	"56681360"	"0.126261786293421"	"4"	"56681359"	"56681360"	"0.137518947440288"	"4"	"56681359"	"56681360"	"0.0805433858534798"	"4"	"56681359"	"56681360"	"0.111558480473895"	"4"	"56681359"	"56681360"	"0.73226793555471"	"4"	"56681359"	"56681360"	"0.0493130599612201"	"4"	"56681359"	"56681360"	"0.0672180442193098"	"4"	"56681359"	"56681360"
"NFE2L1"	"0.0302390064085273"	"17"	"48048471"	"48048472"	"0.135491688124187"	"17"	"48048471"	"48048472"	"0.033304902761321"	"17"	"48048471"	"48048472"	"0.0305065774081034"	"17"	"48048471"	"48048472"	"0.0281221622100618"	"17"	"48048471"	"48048472"	"0.0266273598256101"	"17"	"48048471"	"48048472"	"0.0356877218892294"	"17"	"48048471"	"48048472"	"0.0255083673169256"	"17"	"48048471"	"48048472"	"0.0374103276933512"	"17"	"48048471"	"48048472"	"0.0281982568549556"	"17"	"48048471"	"48048472"	"0.0204031959386026"	"17"	"48048471"	"48048472"	"0.0298292712880177"	"17"	"48048471"	"48048472"
"KEAP1"	"0.0341766816505529"	"19"	"10503346"	"10503347"	"0.0510080580670504"	"19"	"10503346"	"10503347"	"0.0129127967185781"	"19"	"10503346"	"10503347"	"0.0330329635838492"	"19"	"10503346"	"10503347"	"0.0202539089562223"	"19"	"10503346"	"10503347"	"0.0155160047841552"	"19"	"10503346"	"10503347"	"0.0188588059169964"	"19"	"10503346"	"10503347"	"0.0129463775000903"	"19"	"10503346"	"10503347"	"0.0189296113872464"	"19"	"10503346"	"10503347"	"0.0212628729915948"	"19"	"10503346"	"10503347"	"0.0126028452705841"	"19"	"10503346"	"10503347"	"0.012704013093821"	"19"	"10503346"	"10503347"
"AURKA"	"0.00850990944301057"	"20"	"56392441"	"56392442"	"0.0156725438997552"	"20"	"56392441"	"56392442"	"0.00572150025188142"	"20"	"56392441"	"56392442"	"0.00831188157095571"	"20"	"56392441"	"56392442"	"0.00948361168451033"	"20"	"56392441"	"56392442"	"0.0081288967407335"	"20"	"56392441"	"56392442"	"0.0085892597369394"	"20"	"56392441"	"56392442"	"0.00689570865591667"	"20"	"56392441"	"56392442"	"0.00906604757734191"	"20"	"56392441"	"56392442"	"0.010443236827203"	"20"	"56392441"	"56392442"	"0.00905675924660277"	"20"	"56392441"	"56392442"	"0.00624332715908177"	"20"	"56392441"	"56392442"
"BRD4"	"0.24512880542332"	"19"	"15280313"	"15280314"	"0.125701738265304"	"19"	"15280313"	"15280314"	"0.302235319326419"	"19"	"15280313"	"15280314"	"0.254879660081671"	"19"	"15280313"	"15280314"	"0.194162295075527"	"19"	"15280313"	"15280314"	"0.125725804827935"	"19"	"15280313"	"15280314"	"0.394246111733155"	"19"	"15280313"	"15280314"	"0.417226140331207"	"19"	"15280313"	"15280314"	"0.253450103303357"	"19"	"15280313"	"15280314"	"0.152130814270614"	"19"	"15280313"	"15280314"	"0.619268322423682"	"19"	"15280313"	"15280314"	"0.142844731549191"	"19"	"15280313"	"15280314"
"SIAH1"	"0.0113235333960844"	"16"	"48384522"	"48384523"	"0.0252189185424892"	"16"	"48384522"	"48384523"	"0.00792035694942785"	"16"	"48384522"	"48384523"	"0.0125483683527623"	"16"	"48384522"	"48384523"	"0.0148783168088022"	"16"	"48384522"	"48384523"	"0.0126105001879919"	"16"	"48384522"	"48384523"	"0.0118337092206184"	"16"	"48384522"	"48384523"	"0.0108009084125576"	"16"	"48384522"	"48384523"	"0.0171672794006113"	"16"	"48384522"	"48384523"	"0.0133803742424103"	"16"	"48384522"	"48384523"	"0.0123009936131425"	"16"	"48384522"	"48384523"	"0.00899548333652371"	"16"	"48384522"	"48384523"
"ICAM1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"TRIP13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"MTA1"	"0.053311582175931"	"14"	"105419687"	"105419688"	"0.0577343603854718"	"14"	"105419687"	"105419688"	"0.0201691293579705"	"14"	"105419687"	"105419688"	"0.0220341935837745"	"14"	"105419687"	"105419688"	"0.0212223373426168"	"14"	"105419687"	"105419688"	"0.0271181825808618"	"14"	"105419687"	"105419688"	"0.0273601032557014"	"14"	"105419687"	"105419688"	"0.0178795272020406"	"14"	"105419687"	"105419688"	"0.0234859726247681"	"14"	"105419687"	"105419688"	"0.0281719146348589"	"14"	"105419687"	"105419688"	"0.0179675760227408"	"14"	"105419687"	"105419688"	"0.0154582201953864"	"14"	"105419687"	"105419688"
"TIMP2"	"0.0142205257255335"	"17"	"78925013"	"78925014"	"0.0407652851360257"	"17"	"78925013"	"78925014"	"0.0104790298338808"	"17"	"78925013"	"78925014"	"0.0154021871392898"	"17"	"78925013"	"78925014"	"0.0139106869817437"	"17"	"78925013"	"78925014"	"0.105546411454109"	"17"	"78925013"	"78925014"	"0.0201299303722082"	"17"	"78925013"	"78925014"	"0.0156946583436079"	"17"	"78925013"	"78925014"	"0.0252323431969498"	"17"	"78925013"	"78925014"	"0.0137736381891123"	"17"	"78925013"	"78925014"	"0.0155386294469032"	"17"	"78925013"	"78925014"	"0.0124843682593997"	"17"	"78925013"	"78925014"
"KPNA3"	"0.0135504328576569"	"13"	"49793259"	"49793260"	"0.0313184517779514"	"13"	"49793259"	"49793260"	"0.00780926376728192"	"13"	"49793259"	"49793260"	"0.0161638178511846"	"13"	"49793259"	"49793260"	"0.014359360255216"	"13"	"49793259"	"49793260"	"0.0139963126533186"	"13"	"49793259"	"49793260"	"0.0174069085198713"	"13"	"49793259"	"49793260"	"0.0101763089094953"	"13"	"49793259"	"49793260"	"0.0168373694016271"	"13"	"49793259"	"49793260"	"0.0160687345322823"	"13"	"49793259"	"49793260"	"0.0140804239525437"	"13"	"49793259"	"49793260"	"0.00962726790038212"	"13"	"49793259"	"49793260"
"IL6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"IGF1R"	"0.0298896227392602"	"15"	"98648568"	"98648569"	"0.0637599080101446"	"15"	"98648568"	"98648569"	"0.0281645903382764"	"15"	"98648568"	"98648569"	"0.0225642194612354"	"15"	"98648568"	"98648569"	"0.0381430208580232"	"15"	"98648568"	"98648569"	"0.0344667682279754"	"15"	"98648568"	"98648569"	"0.0253703351805024"	"15"	"98648568"	"98648569"	"0.024068669966675"	"15"	"98648568"	"98648569"	"0.0633187327839115"	"15"	"98648568"	"98648569"	"0.028795980731066"	"15"	"98648568"	"98648569"	"0.0345652021880224"	"15"	"98648568"	"98648569"	"0.0354762011460985"	"15"	"98648568"	"98648569"
"HNRNPK"	"0.0150109552925587"	"9"	"83980537"	"83980538"	"0.0453028102502087"	"9"	"83980537"	"83980538"	"0.00806780578963661"	"9"	"83980537"	"83980538"	"0.0199525124476406"	"9"	"83980537"	"83980538"	"0.0180216106687018"	"9"	"83980537"	"83980538"	"0.0153331884868272"	"9"	"83980537"	"83980538"	"0.0228738001768696"	"9"	"83980537"	"83980538"	"0.0166608318836258"	"9"	"83980537"	"83980538"	"0.019649777091302"	"9"	"83980537"	"83980538"	"0.0202002060384484"	"9"	"83980537"	"83980538"	"0.0139807006609881"	"9"	"83980537"	"83980538"	"0.0146062280710155"	"9"	"83980537"	"83980538"
"S100A1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"SIRT1"	"0.0124216931566801"	"10"	"67885254"	"67885255"	"0.0175261548210017"	"10"	"67885254"	"67885255"	"0.0129401717213935"	"10"	"67885254"	"67885255"	"0.0152671803858561"	"10"	"67885254"	"67885255"	"0.0104914071900738"	"10"	"67885254"	"67885255"	"0.0110813724617254"	"10"	"67885254"	"67885255"	"0.0144565781272845"	"10"	"67885254"	"67885255"	"0.0139204959853363"	"10"	"67885254"	"67885255"	"0.0106812322040408"	"10"	"67885254"	"67885255"	"0.0121596879051187"	"10"	"67885254"	"67885255"	"0.0111326458717139"	"10"	"67885254"	"67885255"	"0.00872213029891858"	"10"	"67885254"	"67885255"
"CDC20"	"0.0193086525275474"	"1"	"43358570"	"43358571"	"0.0367615916470762"	"1"	"43358570"	"43358571"	"0.00786304351723182"	"1"	"43358570"	"43358571"	"0.0240732466466313"	"1"	"43358570"	"43358571"	"0.0194037062568153"	"1"	"43358570"	"43358571"	"0.0167847753377317"	"1"	"43358570"	"43358571"	"0.0162828464149154"	"1"	"43358570"	"43358571"	"0.0187447674542266"	"1"	"43358570"	"43358571"	"0.025627891450642"	"1"	"43358570"	"43358571"	"0.0184544606367361"	"1"	"43358570"	"43358571"	"0.0151160223684556"	"1"	"43358570"	"43358571"	"0.0154123828092668"	"1"	"43358570"	"43358571"
"CCNB1"	"0.979095251330896"	"5"	"69166113"	"69166114"	"0.956543244382914"	"5"	"69166113"	"69166114"	"0.981880095123778"	"5"	"69166113"	"69166114"	"0.979481245761877"	"5"	"69166113"	"69166114"	"0.967578318259286"	"5"	"69166113"	"69166114"	"0.979013032561512"	"5"	"69166113"	"69166114"	"0.979620393444414"	"5"	"69166113"	"69166114"	"0.978752870944323"	"5"	"69166113"	"69166114"	"0.97363911062809"	"5"	"69166113"	"69166114"	"0.975559595370367"	"5"	"69166113"	"69166114"	"0.971048727873603"	"5"	"69166113"	"69166114"	"0.984257120428439"	"5"	"69166113"	"69166114"
"MYCN"	"0.0148049589295026"	"2"	"15940638"	"15940639"	"0.0241236212915368"	"2"	"15940638"	"15940639"	"0.00755525270911367"	"2"	"15940638"	"15940639"	"0.0137303469501238"	"2"	"15940638"	"15940639"	"0.0217760753683951"	"2"	"15940638"	"15940639"	"0.0138906364104555"	"2"	"15940638"	"15940639"	"0.047373782786727"	"2"	"15940638"	"15940639"	"0.0105622108577695"	"2"	"15940638"	"15940639"	"0.0268787591402246"	"2"	"15940638"	"15940639"	"0.0143419052393446"	"2"	"15940638"	"15940639"	"0.0133729332211715"	"2"	"15940638"	"15940639"	"0.0117966643815037"	"2"	"15940638"	"15940639"
"PTPN6"	"0.36498787238411"	"12"	"6946845"	"6946846"	"0.78764647141974"	"12"	"6946845"	"6946846"	"0.119868633735493"	"12"	"6946845"	"6946846"	"0.367860169506015"	"12"	"6946845"	"6946846"	"0.232849605815887"	"12"	"6946845"	"6946846"	"0.224197351031781"	"12"	"6946845"	"6946846"	"0.177509683472267"	"12"	"6946845"	"6946846"	"0.216535437628561"	"12"	"6946845"	"6946846"	"0.376854386034107"	"12"	"6946845"	"6946846"	"0.109438522904494"	"12"	"6946845"	"6946846"	"0.464097861682147"	"12"	"6946845"	"6946846"	"0.197764990278091"	"12"	"6946845"	"6946846"
"NKD1"	"0.0381014878324077"	"16"	"50548542"	"50548543"	"0.0249185490828567"	"16"	"50548542"	"50548543"	"0.0131183712327423"	"16"	"50548542"	"50548543"	"0.0232476713568825"	"16"	"50548542"	"50548543"	"0.0829234600167588"	"16"	"50548542"	"50548543"	"0.139710763827717"	"16"	"50548542"	"50548543"	"0.0297406900373812"	"16"	"50548542"	"50548543"	"0.0427863224179362"	"16"	"50548542"	"50548543"	"0.0453444917393499"	"16"	"50548542"	"50548543"	"0.0533385848091224"	"16"	"50548542"	"50548543"	"0.0446977238282943"	"16"	"50548542"	"50548543"	"0.0369132661584855"	"16"	"50548542"	"50548543"
